State,District,Year,Party,Incumbent,Dem Votes,GOP Votes,Other Votes,Efficiency Gap
AK,21,1996,R,0,2380,2393,219,-0.4972763461135554
AK,22,1996,R,1,2722,3993,0,-0.3107222635889799
AK,23,1996,R,1,1335,1782,0,-0.35659287776708376
AK,25,1996,R,0,2494,3644,0,-0.3126425545780385
AK,26,1996,R,1,1637,4314,0,-0.050159637035792314
AK,27,1996,R,1,2902,4321,0,-0.30354423369790945
AK,28,1996,R,1,1655,4914,479,-0.003881869386512407
AK,29,1996,D,1,3736,3225,0,-0.4265910070392185
AK,30,1996,D,1,2568,2431,0,-0.4725945189037808
AK,31,1996,R,1,1624,3262,0,-0.16475644699140402
AK,32,1996,R,1,1993,2185,0,-0.4540449976065103
AK,33,1996,R,1,1562,4519,486,-0.013731294195033713
AK,34,1996,R,1,1170,4264,0,0.06937799043062201
AK,35,1996,D,1,2913,2230,0,-0.36719813338518376
AK,36,1996,D,1,2400,2205,0,-0.4576547231270358
AK,4,1998,R,1,1761,4774,0,-0.038944146901300686
AK,6,1998,R,1,1679,2250,0,-0.3546703995927717
AK,7,1998,R,1,3012,3664,0,-0.402336728579988
AK,8,1998,R,0,1818,3865,0,-0.13980292099243358
AK,9,1998,D,0,2652,2421,0,-0.4544648137196925
AK,11,1998,R,1,1841,3236,0,-0.22523143588733505
AK,12,1998,R,0,1969,3533,0,-0.21573973100690655
AK,13,1998,D,1,3610,2548,0,-0.3275414095485547
AK,15,1998,D,1,2842,1239,0,-0.1072041166380789
AK,16,1998,D,1,1579,1328,127,-0.4136566907464741
AK,18,1998,R,1,2808,4659,0,-0.25210928083567696
AK,19,1998,R,1,2626,2770,0,-0.4733135656041512
AK,21,1998,D,0,2568,2279,0,-0.4403754899938106
AK,22,1998,R,1,3214,3286,0,-0.4889230769230769
AK,23,1998,R,1,1027,1597,0,-0.28277439024390244
AK,27,1998,R,1,2958,4330,409,-0.31174533479692645
AK,29,1998,D,1,3827,2724,224,-0.3316287589680965
AK,30,1998,D,1,2424,2216,0,-0.4551724137931034
AK,31,1998,R,0,1979,2546,0,-0.3746961325966851
AK,32,1998,R,0,1465,2076,0,-0.327449872917255
AK,33,1998,R,1,1316,4699,0,0.06242726517040732
AK,34,1998,R,1,992,3472,0,0.05555555555555555
AK,35,1998,R,0,2438,2447,0,-0.4981576253838279
AK,36,1998,R,0,2319,2319,0,-0.5
AK,2,2000,R,0,3338,3577,0,-0.4654374548083876
AK,3,2000,D,1,4858,2631,0,-0.20263052476966215
AK,5,2000,D,1,3519,2265,0,-0.283195020746888
AK,6,2000,R,0,2516,3179,0,-0.3835820895522388
AK,7,2000,R,0,2754,5161,0,-0.19589387239418826
AK,8,2000,R,0,2631,4539,0,-0.2338912133891213
AK,9,2000,R,0,2607,3246,493,-0.3908252178370067
AK,11,2000,R,1,1645,4515,0,-0.03409090909090909
AK,13,2000,D,1,4371,2490,318,-0.2258417140358548
AK,15,2000,D,1,3173,1747,0,-0.21016260162601627
AK,16,2000,D,0,2393,1496,0,-0.2693494471586526
AK,19,2000,R,0,2427,4502,0,-0.2005339875883966
AK,20,2000,R,1,1956,3469,648,-0.22110599078341012
AK,21,2000,D,1,3106,2668,0,-0.42414270869414616
AK,22,2000,D,0,4276,3503,0,-0.4006299010155547
AK,23,2000,R,1,1583,2458,0,-0.283469438257857
AK,27,2000,R,1,2397,6023,1170,-0.06935866983372922
AK,29,2000,D,1,5185,2866,0,-0.2119612470500559
AK,31,2000,R,1,1456,3515,0,-0.08579762623214644
AK,32,2000,R,1,1562,3390,0,-0.1308562197092084
AK,33,2000,R,0,2418,5235,0,-0.13190905527244218
AK,35,2000,R,1,1820,3962,0,-0.12953995157384987
AK,36,2000,R,1,2509,2563,0,-0.4893533123028391
AK,2,2002,R,1,2443,3527,10,-0.3184254606365159
AK,3,2002,D,1,4999,2673,23,-0.19681960375391036
AK,4,2002,R,0,3318,4044,13,-0.4013854930725346
AK,5,2002,D,1,3265,2471,20,-0.3615760111576011
AK,7,2002,R,1,3274,4366,21,-0.35706806282722514
AK,8,2002,D,0,3656,3144,297,-0.4247058823529412
AK,9,2002,R,0,2417,2642,6,-0.4555248072741648
AK,13,2002,R,0,411,3623,2388,0.2962320277640059
AK,15,2002,R,1,1763,3476,573,-0.17302920404657374
AK,19,2002,R,0,1797,2918,16,-0.26224814422057263
AK,20,2002,D,0,1403,1372,135,-0.4888288288288288
AK,21,2002,D,1,2905,2670,425,-0.4578475336322871
AK,22,2002,D,1,2323,1954,10,-0.4137245732990414
AK,24,2002,R,0,1921,2290,479,-0.4123723581097127
AK,25,2002,D,1,2529,1935,16,-0.36693548387096775
AK,26,2002,D,1,3621,2717,145,-0.3573682549700221
AK,28,2002,R,1,1368,4812,184,0.05728155339805825
AK,33,2002,R,0,2742,3056,23,-0.4458433942738875
AK,1,2004,R,0,3030,3593,0,-0.4149932054959988
AK,2,2004,R,1,2561,5040,0,-0.17385870280226287
AK,3,2004,D,1,6077,2451,0,-0.07481238273921201
AK,4,2004,R,1,2903,5443,0,-0.1956625928588545
AK,5,2004,R,0,3370,3446,0,-0.488849765258216
AK,6,2004,D,0,3048,2980,0,-0.4887193098871931
AK,7,2004,R,0,3517,4057,1991,-0.428703459202535
AK,8,2004,D,1,4683,4361,0,-0.4643962848297213
AK,9,2004,R,1,3312,3364,0,-0.4922109047333733
AK,10,2004,R,0,1702,4054,0,-0.09138290479499653
AK,13,2004,R,1,2768,5761,0,-0.1490796107398288
AK,14,2004,R,1,3057,5012,0,-0.2577147106208948
AK,16,2004,R,1,2419,6123,0,-0.06637789744790447
AK,19,2004,R,1,2784,3536,0,-0.3810126582278481
AK,20,2004,D,1,2282,2073,0,-0.4520091848450058
AK,21,2004,D,1,3857,3748,0,-0.4856673241288626
AK,22,2004,D,1,3284,2435,0,-0.35154747333449904
AK,23,2004,D,1,4152,1810,0,-0.10717879906071788
AK,24,2004,D,0,3169,2900,0,-0.4556763882023397
AK,26,2004,D,1,4708,2871,183,-0.2576197387518142
AK,27,2004,R,1,2990,4267,0,-0.32403196913325066
AK,28,2004,R,1,2476,5560,0,-0.11622697859631655
AK,29,2004,R,1,2283,3562,0,-0.281180496150556
AK,30,2004,R,1,2197,5407,0,-0.0778537611783272
AK,31,2004,R,1,2997,5927,0,-0.1716718960107575
AK,32,2004,R,1,3929,5779,586,-0.3094355170992996
AK,33,2004,R,0,3126,4348,0,-0.3364998662028365
AK,35,2004,R,1,2621,4073,1753,-0.28308933373170003
AK,37,2004,D,1,2652,1527,0,-0.2307968413496052
AK,2,2006,R,1,2356,3072,0,-0.3680913780397936
AK,4,2006,D,0,3288,3217,0,-0.4890853189853959
AK,5,2006,R,1,2245,2988,0,-0.3580164341677814
AK,6,2006,D,1,2580,2412,0,-0.4663461538461538
AK,7,2006,R,1,3107,4413,288,-0.3263297872340425
AK,8,2006,D,1,4740,2648,0,-0.21683811586356247
AK,9,2006,D,0,2617,2118,0,-0.3946145723336853
AK,11,2006,R,1,1870,4369,0,-0.0994550408719346
AK,12,2006,R,1,1351,3412,0,-0.06728952340961579
AK,13,2006,R,1,1987,5485,0,-0.03185224839400428
AK,14,2006,R,1,2674,4218,0,-0.2759721416134649
AK,16,2006,R,1,2142,5355,0,-0.07142857142857142
AK,17,2006,R,0,1848,4583,0,-0.0747162183175245
AK,19,2006,R,0,2131,2672,0,-0.3873620653758068
AK,20,2006,D,1,1786,1205,97,-0.30575058508859915
AK,21,2006,D,1,3383,2711,0,-0.3897276009189367
AK,24,2006,D,1,2928,1949,0,-0.29926184129587863
AK,25,2006,D,0,2931,1226,0,-0.08984844840028867
AK,26,2006,D,0,3954,2469,0,-0.26879962634283044
AK,27,2006,D,0,3351,2556,0,-0.3654139156932453
AK,28,2006,R,0,3278,3483,0,-0.4696790415618991
AK,29,2006,R,1,1940,2467,0,-0.3804175175856592
AK,32,2006,R,1,3919,4701,221,-0.4092807424593968
AK,33,2006,R,1,2200,3409,437,-0.2844535567837404
AK,35,2006,R,1,2024,4465,0,-0.12382493450454615
AK,37,2006,D,0,2023,818,0,-0.07585357268567405
AK,2,2008,R,1,3132,4208,0,-0.3534059945504087
AK,4,2008,R,0,3875,4315,0,-0.4462759462759463
AK,5,2008,R,1,2545,4073,0,-0.2691145361136295
AK,6,2008,D,1,3303,2847,0,-0.42585365853658536
AK,7,2008,R,1,5017,5018,0,-0.4999003487792725
AK,8,2008,D,1,5836,3447,0,-0.2426478509102661
AK,9,2008,D,1,3304,3014,0,-0.45409939854384296
AK,10,2008,R,1,2327,2582,0,-0.4480545936035853
AK,11,2008,R,1,1660,7269,0,0.12817784746332175
AK,12,2008,R,1,1862,4902,0,-0.05056179775280899
AK,13,2008,R,1,3067,7285,0,-0.09254250386398764
AK,14,2008,R,0,2002,7127,0,0.061397743454923874
AK,15,2008,R,1,2316,7645,0,0.034986447143861066
AK,16,2008,R,1,2389,7349,0,0.009344834668309716
AK,17,2008,R,1,1675,6857,0,0.10736052508204406
AK,19,2008,D,0,3376,3141,0,-0.4639404634034065
AK,21,2008,D,1,4650,3232,0,-0.3200964222278609
AK,22,2008,D,1,3481,2242,0,-0.28350515463917525
AK,24,2008,D,1,3992,2560,0,-0.28144078144078144
AK,25,2008,D,1,3831,1601,0,-0.08946980854197349
AK,27,2008,D,1,3906,3784,0,-0.4841352405721717
AK,28,2008,R,1,3991,5002,0,-0.387579228288669
AK,29,2008,D,0,3076,2876,0,-0.4663978494623656
AK,30,2008,R,0,3605,4671,0,-0.3711938134364427
AK,31,2008,R,1,2395,6642,276,-0.03004315591457342
AK,32,2008,R,1,4090,7223,0,-0.22306196411208346
AK,33,2008,R,1,1633,5461,1013,0.03961093882153933
AK,34,2008,R,1,2408,6412,0,-0.046031746031746035
AK,35,2008,R,1,2886,5827,0,-0.16245839550097554
AK,36,2008,R,0,2805,3245,0,-0.4272727272727273
AK,37,2008,D,1,2667,1611,0,-0.25315568022440393
AK,1,2010,R,1,1640,3433,0,-0.14656022077666075
AK,2,2010,R,1,2109,3899,0,-0.20206391478029292
AK,5,2010,R,1,2082,3441,0,-0.25393807713199346
AK,6,2010,R,0,2210,3131,0,-0.3275603819509455
AK,7,2010,D,0,4815,4141,0,-0.4247431889236266
AK,8,2010,D,1,4377,3583,0,-0.400251256281407
AK,9,2010,D,1,2605,2223,0,-0.4208782104391052
AK,10,2010,R,0,1229,2099,0,-0.2385817307692308
AK,11,2010,R,0,1598,5442,0,0.04602272727272727
AK,12,2010,R,0,1863,3166,0,-0.2409027639689799
AK,16,2010,R,1,1789,6496,0,0.06813518406759203
AK,18,2010,R,0,707,1944,0,-0.03338362881931347
AK,19,2010,D,1,2846,2576,0,-0.45020287716709706
AK,21,2010,R,0,2771,3508,189,-0.3826246217550565
AK,25,2010,D,1,2863,1373,161,-0.14825306893295562
AK,27,2010,R,0,2873,3696,0,-0.3747145684274623
AK,28,2010,R,1,2652,4966,0,-0.1962457337883959
AK,29,2010,D,1,2601,2104,0,-0.39436769394261423
AK,30,2010,R,1,2888,4139,0,-0.3219723922015085
AK,31,2010,R,1,2642,5596,0,-0.14141781985918914
AK,32,2010,R,1,2896,6976,0,-0.08670988654781199
AK,33,2010,R,1,1525,4995,0,0.032208588957055216
AK,36,2010,R,1,1405,3053,0,-0.13032750112157918
AK,1,2012,R,0,1525,5428,57,0.06134042859197469
AK,2,2012,R,1,4012,4420,33,-0.4516129032258064
AK,4,2012,D,1,3160,2992,24,-0.4726918075422627
AK,5,2012,R,0,3410,3950,32,-0.4266304347826087
AK,6,2012,R,1,1878,4879,41,-0.055867988752404917
AK,9,2012,R,0,1767,4759,26,-0.04152620288078456
AK,10,2012,R,1,1179,4755,13,0.10262891809909
AK,13,2012,R,0,1480,3278,112,-0.12211013030685162
AK,14,2012,D,1,3391,2883,23,-0.4190309212623526
AK,15,2012,D,0,3142,2276,25,-0.3401624215577704
AK,16,2012,D,0,3434,2278,371,-0.2976190476190476
AK,17,2012,D,0,2416,1568,22,-0.2871485943775101
AK,18,2012,D,1,4356,1654,27,-0.05041597337770383
AK,19,2012,D,1,4199,3419,15,-0.3976109215017065
AK,20,2012,R,1,2117,5134,23,-0.08391945938491242
AK,21,2012,R,1,2988,5156,19,-0.2337917485265226
AK,22,2012,D,1,3169,2708,15,-0.4215586183426919
AK,23,2012,R,1,2804,4737,19,-0.24366794854793794
AK,24,2012,R,1,2944,3667,13,-0.3906368174255029
AK,25,2012,R,1,3896,4119,22,-0.4721771678103556
AK,26,2012,R,0,2535,6903,80,-0.0371900826446281
AK,30,2012,R,1,2413,6287,62,-0.05471264367816092
AK,33,2012,R,1,2332,4131,661,-0.22164629429057714
AK,34,2012,D,0,4125,4091,16,-0.4958617332035054
AK,36,2012,D,1,2536,2071,14,-0.3990666377252008
AK,38,2012,D,1,2894,2583,878,-0.4432170896476173
AL,10,1974,D,1,4535,3707,0,-0.3995389468575589
AL,11,1974,D,0,5295,3557,0,-0.3036601897876186
AL,14,1974,D,0,3572,2079,0,-0.2357989736329853
AL,15,1974,D,0,4496,923,202,0.1593467429415021
AL,17,1974,D,0,2998,1014,254,-0.005483549351944167
AL,18,1974,D,0,3065,2515,0,-0.4014336917562724
AL,19,1974,D,0,2436,2324,1,-0.4764705882352941
AL,20,1974,D,0,3529,1526,104,-0.10375865479723048
AL,21,1974,D,0,5217,2712,0,-0.18407113129020053
AL,24,1974,D,0,5617,2633,1,-0.13830303030303032
AL,31,1974,D,0,6081,4543,0,-0.35523343373493976
AL,32,1974,D,1,4196,2274,0,-0.20293663060278208
AL,34,1974,D,0,5547,2302,0,-0.08657153777551281
AL,35,1974,D,0,4767,742,0,0.2306226175349428
AL,37,1974,D,0,4038,2120,1,-0.18853523871386813
AL,40,1974,D,0,4517,1293,0,0.054905335628227185
AL,43,1974,D,0,3129,342,0,0.30293863439930857
AL,47,1974,D,0,1985,1207,0,-0.25626566416040103
AL,51,1974,D,1,6931,3151,0,-0.12507439000198373
AL,56,1974,D,0,4751,52,0,0.4783468665417448
AL,58,1974,D,1,4218,764,0,0.19329586511441188
AL,60,1974,D,0,4320,1095,0,0.09556786703601107
AL,72,1974,D,0,1887,353,0,0.18482142857142855
AL,78,1974,D,0,4677,1972,0,-0.09317190554970672
AL,82,1974,D,0,4784,1377,0,0.05299464372666775
AL,91,1974,D,0,4514,1795,0,-0.06902837216674591
AL,99,1974,D,0,3196,314,0,0.3210826210826211
AL,100,1974,D,0,5704,1109,0,0.17444591222662556
AL,101,1974,D,1,5878,4014,0,-0.3115649009300445
AL,102,1974,D,0,4904,3877,0,-0.3830429336066507
AL,104,1974,D,0,6248,1273,0,0.16148118601249833
AL,10,1978,D,0,4875,3579,0,-0.3466997870830376
AL,11,1978,D,0,5927,5180,0,-0.4327451156928063
AL,12,1978,D,0,5837,3065,0,-0.1886093012806111
AL,13,1978,D,1,5647,1893,1,-0.0021220159151193628
AL,15,1978,D,0,6153,1793,0,0.04870375031462371
AL,19,1978,D,1,2918,1233,0,-0.09407371717658396
AL,24,1978,D,0,4886,4134,0,-0.41662971175166297
AL,27,1978,D,0,4663,3917,0,-0.41305361305361293
AL,29,1978,D,0,4411,1840,0,-0.08870580707086866
AL,31,1978,R,0,4412,8653,0,-0.17539226942212016
AL,32,1978,R,0,3402,4529,0,-0.35789938217122685
AL,34,1978,D,0,6356,3439,0,-0.20219499744767735
AL,35,1978,D,1,5137,1942,0,-0.04866506568724397
AL,37,1978,D,0,4246,3689,0,-0.4298046628859483
AL,46,1978,D,0,2937,2448,0,-0.4091922005571031
AL,47,1978,D,1,2452,1597,0,-0.2888367498147691
AL,50,1978,D,0,6005,3476,0,-0.2332559856555216
AL,51,1978,D,1,9117,4631,0,-0.17369799243526332
AL,52,1978,D,1,4716,1714,0,-0.03312597200622084
AL,57,1978,D,0,3900,905,1,0.12330905306971905
AL,58,1978,D,0,4693,1570,0,-0.001357177071690883
AL,62,1978,D,0,6216,1441,0,0.12361238082800052
AL,68,1978,D,0,5254,3201,2,-0.25718509757539915
AL,75,1978,D,0,4775,2283,0,-0.14692547463870784
AL,77,1978,D,0,2906,926,0,0.016701461377870562
AL,81,1978,D,0,7591,2578,0,-0.0070311731733700466
AL,82,1978,D,0,6051,2014,0,0.0005579665220086795
AL,85,1978,D,0,5017,795,0,0.2264280798348245
AL,94,1978,D,0,5739,4886,0,-0.4197176470588235
AL,97,1978,R,0,3009,3148,0,-0.4774240701640409
AL,100,1978,D,1,6217,3127,0,-0.16930650684931506
AL,101,1978,R,0,3589,6973,0,-0.17960613520166635
AL,102,1978,D,0,5188,2591,0,-0.16615246175600976
AL,1,1982,D,0,7211,2200,2,0.03246201253851876
AL,2,1982,D,1,8191,822,1,0.3175968046155553
AL,11,1982,D,1,8019,3075,0,-0.05435370470524608
AL,12,1982,D,1,7070,3278,0,-0.13355237727097025
AL,13,1982,D,0,7134,1228,0,0.20629036115761776
AL,15,1982,D,1,5427,3279,0,-0.2532736044107512
AL,18,1982,R,0,3916,5131,0,-0.36570133745993133
AL,24,1982,D,1,7871,3288,0,-0.08930011649789407
AL,31,1982,R,0,5150,9051,18,-0.2253010351383705
AL,32,1982,R,1,4596,9481,230,-0.15298003836044613
AL,33,1982,D,1,6485,5376,0,-0.40650029508473146
AL,34,1982,D,0,5119,3674,2085,-0.335664733310588
AL,35,1982,D,1,5916,3682,297,-0.26724317566159617
AL,36,1982,D,0,5614,1878,0,-0.0013347570742124936
AL,40,1982,D,1,7411,3823,0,-0.18061242656222184
AL,42,1982,D,1,7312,1866,0,0.09337546306384834
AL,47,1982,D,1,4572,2802,0,-0.2599674532139951
AL,48,1982,D,1,7822,2279,154,0.048757548757548765
AL,49,1982,R,0,5130,5526,0,-0.4628378378378378
AL,50,1982,D,1,6396,4319,0,-0.3061595893607093
AL,52,1982,D,1,6043,2903,0,-0.14900514196288844
AL,58,1982,D,1,6788,1557,0,0.1268424206111444
AL,72,1982,D,1,4542,3173,1,-0.3225534672715489
AL,74,1982,D,1,7414,3054,0,-0.08349254871990829
AL,78,1982,R,0,4879,6152,0,-0.3845979512283565
AL,81,1982,D,0,7996,7725,0,-0.4827619108199224
AL,89,1982,D,1,6900,1929,0,0.06303092082908597
AL,92,1982,D,0,7250,2301,0,0.018165637106062192
AL,95,1982,D,0,6381,2004,0,0.022003577817531303
AL,96,1982,D,1,5590,2425,1876,-0.1051154086088584
AL,97,1982,D,0,7167,1954,0,0.07153820852976647
AL,100,1982,R,0,4398,5153,0,-0.4209506857920637
AL,101,1982,R,0,4667,6744,0,-0.31798264832179474
AL,104,1982,R,0,4053,5583,0,-0.3412204234122042
AL,1,1986,D,1,7764,3208,1,-0.08476121035362741
AL,4,1986,D,0,6718,1944,0,0.05114292311244517
AL,8,1986,D,0,9052,5204,0,-0.23007856341189675
AL,10,1986,R,1,3366,8661,0,-0.05974058368670492
AL,11,1986,D,1,7341,4772,0,-0.287913811607364
AL,12,1986,D,1,8857,6664,0,-0.35870755750273825
AL,13,1986,D,0,7286,3190,1,-0.1090110729285987
AL,14,1986,D,0,6389,3555,0,-0.2150040225261464
AL,15,1986,D,0,8176,2658,32,0.009322503230570428
AL,16,1986,D,1,7668,4142,0,-0.20143945808636748
AL,17,1986,R,0,6320,7996,0,-0.3829281922324672
AL,21,1986,D,0,5087,4345,0,-0.4213316369804919
AL,24,1986,D,1,7013,5183,0,-0.34995080354214503
AL,27,1986,D,1,6301,5961,0,-0.4722720600228348
AL,31,1986,D,1,8839,3663,0,-0.0859862422012478
AL,32,1986,D,0,6239,2519,0,-0.07524548983786253
AL,34,1986,D,0,6191,3218,3,-0.18402593261770644
AL,40,1986,R,0,6118,8418,0,-0.34177215189873417
AL,41,1986,D,0,7022,6281,0,-0.4442982785837781
AL,42,1986,D,1,5826,5546,0,-0.475378121702427
AL,43,1986,R,1,3932,8684,0,-0.12333544705136334
AL,44,1986,D,1,6439,6332,0,-0.4916216427844335
AL,45,1986,R,1,5406,11856,0,-0.12634688912061176
AL,46,1986,R,0,5392,13078,0,-0.08386572820790471
AL,49,1986,R,0,6645,6918,0,-0.479871709798717
AL,50,1986,R,0,5957,6456,0,-0.4598002094578265
AL,53,1986,D,0,8733,2206,0,0.09667245634884357
AL,55,1986,R,1,3491,11490,0,0.033942994459648886
AL,59,1986,D,1,8554,1340,0,0.22912876490802506
AL,69,1986,D,1,9644,3197,0,0.0020637022038782027
AL,71,1986,D,1,7550,3888,0,-0.1798391327155097
AL,72,1986,D,0,10222,3182,0,0.025216353327364962
AL,74,1986,R,1,3061,11284,0,0.07323109097246427
AL,75,1986,D,0,6468,6057,0,-0.467185628742515
AL,76,1986,R,1,4437,5680,0,-0.3771374913511911
AL,77,1986,D,1,8346,1117,0,0.2639226460953186
AL,80,1986,D,0,5307,3848,1,-0.34063353358820314
AL,86,1986,D,1,6880,6417,4,-0.4651801158155975
AL,87,1986,D,1,8461,3228,8,-0.052314141500556084
AL,90,1986,D,1,8197,3472,0,-0.09508098380323936
AL,94,1986,D,1,8040,7804,0,-0.4851047715223428
AL,95,1986,D,1,7233,5841,0,-0.3935291418081689
AL,100,1986,R,1,1987,10492,0,0.1815449955925956
AL,101,1986,R,1,2041,9672,0,0.15149833518312986
AL,102,1986,D,1,7141,4066,0,-0.2256179173730704
AL,104,1986,D,1,5903,5847,0,-0.4952340425531915
AL,3,1990,D,1,6597,2639,0,-0.07145950627977479
AL,6,1990,D,1,8767,6656,0,-0.3631264993840369
AL,9,1990,D,1,7633,4846,0,-0.27666479685872264
AL,11,1990,D,1,7221,4388,0,-0.2559651994142476
AL,12,1990,D,1,7436,6585,0,-0.4393053277227016
AL,13,1990,D,1,9019,2277,0,0.0968484419263456
AL,16,1990,D,1,9006,4250,0,-0.1412190706095353
AL,17,1990,D,0,7912,7346,0,-0.4629047057281426
AL,18,1990,D,0,7630,3967,0,-0.1841424506337846
AL,21,1990,D,1,5622,4843,0,-0.4255613951266125
AL,24,1990,D,1,6334,5856,0,-0.4607875307629205
AL,25,1990,R,0,5353,5585,0,-0.478789541049552
AL,27,1990,D,1,6543,5916,0,-0.4496749337828076
AL,28,1990,D,1,5938,4329,0,-0.3432843089510081
AL,29,1990,D,1,5860,3101,0,-0.19211025555183567
AL,30,1990,R,0,6364,7003,0,-0.452195705842747
AL,32,1990,D,1,6002,2552,0,-0.096679915828852
AL,33,1990,D,1,6068,3497,0,-0.23120752744380554
AL,35,1990,D,1,5057,4770,0,-0.4707947491604762
AL,36,1990,D,1,5235,2931,0,-0.21785451873622336
AL,42,1990,D,0,7567,4837,0,-0.2799097065462754
AL,43,1990,D,1,9648,2006,0,0.15574051827698646
AL,44,1990,R,1,3257,9258,0,-0.02049540551338394
AL,47,1990,R,0,5409,8366,0,-0.28533575317604354
AL,49,1990,R,1,5624,6575,0,-0.4220427903926551
AL,50,1990,R,1,6074,6493,0,-0.4666587093180552
AL,51,1990,D,0,6300,4218,0,-0.3020536223616657
AL,58,1990,D,0,5029,2258,0,-0.11973377247152465
